Tokens,Tags
"['Overrated', 'in', 'my', 'opinion', '.', 'Sweet', 'Sambal', ',', 'no', 'peanuts', '.', 'Eaten', 'many', 'better', 'tasting', 'lemaks', 'at', 'humble', 'market', 'stalls', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Overrated', 'in', 'my', 'opinion', '.', 'Sweet', 'Sambal', ',', 'no', 'peanuts', '.', 'Eaten', 'many', 'better', 'tasting', 'lemaks', 'at', 'humble', 'market', 'stalls', '.']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Spacious', ',', 'bright', 'and', 'clean', '.', 'We', 'opted', 'for', 'the', 'aircon', 'room', 'as', 'it', 'was', 'a', 'hot', 'day', 'and', 'paid', 'RM1', 'per', 'person', '.']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Spacious', ',', 'bright', 'and', 'clean', '.', 'We', 'opted', 'for', 'the', 'aircon', 'room', 'as', 'it', 'was', 'a', 'hot', 'day', 'and', 'paid', 'RM1', 'per', 'person', '.']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Spacious', ',', 'bright', 'and', 'clean', '.', 'We', 'opted', 'for', 'the', 'aircon', 'room', 'as', 'it', 'was', 'a', 'hot', 'day', 'and', 'paid', 'RM1', 'per', 'person', '.']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Spacious', ',', 'bright', 'and', 'clean', '.', 'We', 'opted', 'for', 'the', 'aircon', 'room', 'as', 'it', 'was', 'a', 'hot', 'day', 'and', 'paid', 'RM1', 'per', 'person', '.']","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', ',', 'spicy', 'sambal', ',', 'portion', 'not', 'bad', '.', 'The', 'price', 'is', 'a', 'bit', 'more', 'expensive', 'than', 'usual', 'but', 'worth', 'it', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', ',', 'spicy', 'sambal', ',', 'portion', 'not', 'bad', '.', 'The', 'price', 'is', 'a', 'bit', 'more', 'expensive', 'than', 'usual', 'but', 'worth', 'it', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', ',', 'spicy', 'sambal', ',', 'portion', 'not', 'bad', '.', 'The', 'price', 'is', 'a', 'bit', 'more', 'expensive', 'than', 'usual', 'but', 'worth', 'it', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I', 'recently', 'visited', 'Restaurant', 'Nasi', 'Lemak', 'WanJo', 'and', 'my', 'experience', 'was', 'mixed', '.', 'The', 'service', 'was', 'decent', 'and', 'the', 'restaurant', 'was', 'clean', '.', 'The', 'atmosphere', 'was', 'okay', ',', 'nothing', 'too', 'special', '.', 'The', 'nasi', 'lemak', 'itself', 'was', 'okay', ',', 'it', 'was', 'decent', 'but', 'nothing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I', 'recently', 'visited', 'Restaurant', 'Nasi', 'Lemak', 'WanJo', 'and', 'my', 'experience', 'was', 'mixed', '.', 'The', 'service', 'was', 'decent', 'and', 'the', 'restaurant', 'was', 'clean', '.', 'The', 'atmosphere', 'was', 'okay', ',', 'nothing', 'too', 'special', '.', 'The', 'nasi', 'lemak', 'itself', 'was', 'okay', ',', 'it', 'was', 'decent', 'but', 'nothing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I', 'recently', 'visited', 'Restaurant', 'Nasi', 'Lemak', 'WanJo', 'and', 'my', 'experience', 'was', 'mixed', '.', 'The', 'service', 'was', 'decent', 'and', 'the', 'restaurant', 'was', 'clean', '.', 'The', 'atmosphere', 'was', 'okay', ',', 'nothing', 'too', 'special', '.', 'The', 'nasi', 'lemak', 'itself', 'was', 'okay', ',', 'it', 'was', 'decent', 'but', 'nothing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I', 'recently', 'visited', 'Restaurant', 'Nasi', 'Lemak', 'WanJo', 'and', 'my', 'experience', 'was', 'mixed', '.', 'The', 'service', 'was', 'decent', 'and', 'the', 'restaurant', 'was', 'clean', '.', 'The', 'atmosphere', 'was', 'okay', ',', 'nothing', 'too', 'special', '.', 'The', 'nasi', 'lemak', 'itself', 'was', 'okay', ',', 'it', 'was', 'decent', 'but', 'nothing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'If', 'you', 'dining', 'in', ',', 'queue', 'and', 'get', 'the', 'dishes', 'you', 'want', '.', 'Pay', 'to', 'the', 'cashier', 'and', 'find', 'your', 'table', '.', 'And', 'if', 'you', 'plan', 'to', ""'"", 'take', 'away', ""'"", ',', 'there', 'is', 'another', 'line', 'to', 'queue', '.', 'Very', 'systematic', '.', 'And', 'both', 'queue', 'cleared', 'very', 'fast', '.', 'I']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'If', 'you', 'dining', 'in', ',', 'queue', 'and', 'get', 'the', 'dishes', 'you', 'want', '.', 'Pay', 'to', 'the', 'cashier', 'and', 'find', 'your', 'table', '.', 'And', 'if', 'you', 'plan', 'to', ""'"", 'take', 'away', ""'"", ',', 'there', 'is', 'another', 'line', 'to', 'queue', '.', 'Very', 'systematic', '.', 'And', 'both', 'queue', 'cleared', 'very', 'fast', '.', 'I']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'If', 'you', 'dining', 'in', ',', 'queue', 'and', 'get', 'the', 'dishes', 'you', 'want', '.', 'Pay', 'to', 'the', 'cashier', 'and', 'find', 'your', 'table', '.', 'And', 'if', 'you', 'plan', 'to', ""'"", 'take', 'away', ""'"", ',', 'there', 'is', 'another', 'line', 'to', 'queue', '.', 'Very', 'systematic', '.', 'And', 'both', 'queue', 'cleared', 'very', 'fast', '.', 'I']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'If', 'you', 'dining', 'in', ',', 'queue', 'and', 'get', 'the', 'dishes', 'you', 'want', '.', 'Pay', 'to', 'the', 'cashier', 'and', 'find', 'your', 'table', '.', 'And', 'if', 'you', 'plan', 'to', ""'"", 'take', 'away', ""'"", ',', 'there', 'is', 'another', 'line', 'to', 'queue', '.', 'Very', 'systematic', '.', 'And', 'both', 'queue', 'cleared', 'very', 'fast', '.', 'I']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Best', 'nasi', 'lemak', 'in', 'KL', 'so', 'far', '.', 'If', 'you', 'dining', 'in', ',', 'queue', 'and', 'get', 'the', 'dishes', 'you', 'want', '.', 'Pay', 'to', 'the', 'cashier', 'and', 'find', 'your', 'table', '.', 'And', 'if', 'you', 'plan', 'to', ""'"", 'take', 'away', ""'"", ',', 'there', 'is', 'another', 'line', 'to', 'queue', '.', 'Very', 'systematic', '.', 'And', 'both', 'queue', 'cleared', 'very', 'fast', '.', 'I']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Gone', 'here', 'with', 'family', '.', 'Price', 'wise', 'is', 'good', 'for', 'dinner', '.', 'Food', 'is', 'good', '.', 'Their', 'chicken', 'n', 'begedil', 'is', 'big', '.', 'Service', 'is', 'fast', '.', 'No', 'wait', 'at', 'all', 'on', 'saturday', 'night']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Gone', 'here', 'with', 'family', '.', 'Price', 'wise', 'is', 'good', 'for', 'dinner', '.', 'Food', 'is', 'good', '.', 'Their', 'chicken', 'n', 'begedil', 'is', 'big', '.', 'Service', 'is', 'fast', '.', 'No', 'wait', 'at', 'all', 'on', 'saturday', 'night']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Gone', 'here', 'with', 'family', '.', 'Price', 'wise', 'is', 'good', 'for', 'dinner', '.', 'Food', 'is', 'good', '.', 'Their', 'chicken', 'n', 'begedil', 'is', 'big', '.', 'Service', 'is', 'fast', '.', 'No', 'wait', 'at', 'all', 'on', 'saturday', 'night']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'nasi', 'lemak', 'is', 'cooked', 'perfectly', '.', 'It', 'is', 'delicious', 'and', 'fragrant', '.', 'It', 'is', 'neither', 'mushy', 'nor', 'lacking', 'in', 'moisture', '.', 'The', 'sambal', 'is', 'mildly', 'spicy', 'and', 'somewhat', 'sweet', '.', 'For', 'me', ',', 'the', 'sambal', 'is', 'tasty', 'even', 'though', 'it', 'is', 'not', 'very', 'thick', '.', 'The', 'squid', 'sambal', 'also', 'tastes', 'great', '.', 'The', 'only', 'unsatisfactory', 'thing', 'is', 'hard', 'to', 'find', 'parking']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['The', 'nasi', 'lemak', 'is', 'cooked', 'perfectly', '.', 'It', 'is', 'delicious', 'and', 'fragrant', '.', 'It', 'is', 'neither', 'mushy', 'nor', 'lacking', 'in', 'moisture', '.', 'The', 'sambal', 'is', 'mildly', 'spicy', 'and', 'somewhat', 'sweet', '.', 'For', 'me', ',', 'the', 'sambal', 'is', 'tasty', 'even', 'though', 'it', 'is', 'not', 'very', 'thick', '.', 'The', 'squid', 'sambal', 'also', 'tastes', 'great', '.', 'The', 'only', 'unsatisfactory', 'thing', 'is', 'hard', 'to', 'find', 'parking']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['The', 'nasi', 'lemak', 'is', 'cooked', 'perfectly', '.', 'It', 'is', 'delicious', 'and', 'fragrant', '.', 'It', 'is', 'neither', 'mushy', 'nor', 'lacking', 'in', 'moisture', '.', 'The', 'sambal', 'is', 'mildly', 'spicy', 'and', 'somewhat', 'sweet', '.', 'For', 'me', ',', 'the', 'sambal', 'is', 'tasty', 'even', 'though', 'it', 'is', 'not', 'very', 'thick', '.', 'The', 'squid', 'sambal', 'also', 'tastes', 'great', '.', 'The', 'only', 'unsatisfactory', 'thing', 'is', 'hard', 'to', 'find', 'parking']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['The', 'nasi', 'lemak', 'is', 'cooked', 'perfectly', '.', 'It', 'is', 'delicious', 'and', 'fragrant', '.', 'It', 'is', 'neither', 'mushy', 'nor', 'lacking', 'in', 'moisture', '.', 'The', 'sambal', 'is', 'mildly', 'spicy', 'and', 'somewhat', 'sweet', '.', 'For', 'me', ',', 'the', 'sambal', 'is', 'tasty', 'even', 'though', 'it', 'is', 'not', 'very', 'thick', '.', 'The', 'squid', 'sambal', 'also', 'tastes', 'great', '.', 'The', 'only', 'unsatisfactory', 'thing', 'is', 'hard', 'to', 'find', 'parking']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['The', 'nasi', 'lemak', 'is', 'cooked', 'perfectly', '.', 'It', 'is', 'delicious', 'and', 'fragrant', '.', 'It', 'is', 'neither', 'mushy', 'nor', 'lacking', 'in', 'moisture', '.', 'The', 'sambal', 'is', 'mildly', 'spicy', 'and', 'somewhat', 'sweet', '.', 'For', 'me', ',', 'the', 'sambal', 'is', 'tasty', 'even', 'though', 'it', 'is', 'not', 'very', 'thick', '.', 'The', 'squid', 'sambal', 'also', 'tastes', 'great', '.', 'The', 'only', 'unsatisfactory', 'thing', 'is', 'hard', 'to', 'find', 'parking']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['Long', 'queue', 'before', 'can', 'reach', 'the', 'counter', '.', 'However', 'the', 'service', 'is', 'fast', '.', 'The', 'rice', 'is', 'nice', 'and', 'creamy', ':', 'Sambal', 'is', 'on', 'sweeter', 'side', '.', 'Very', 'focused', 'menu', 'serving', 'only', 'Nasi', 'Lemak', 'with', 'fewer', 'side', 'dishes', 'spread', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Long', 'queue', 'before', 'can', 'reach', 'the', 'counter', '.', 'However', 'the', 'service', 'is', 'fast', '.', 'The', 'rice', 'is', 'nice', 'and', 'creamy', ':', 'Sambal', 'is', 'on', 'sweeter', 'side', '.', 'Very', 'focused', 'menu', 'serving', 'only', 'Nasi', 'Lemak', 'with', 'fewer', 'side', 'dishes', 'spread', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Long', 'queue', 'before', 'can', 'reach', 'the', 'counter', '.', 'However', 'the', 'service', 'is', 'fast', '.', 'The', 'rice', 'is', 'nice', 'and', 'creamy', ':', 'Sambal', 'is', 'on', 'sweeter', 'side', '.', 'Very', 'focused', 'menu', 'serving', 'only', 'Nasi', 'Lemak', 'with', 'fewer', 'side', 'dishes', 'spread', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Long', 'queue', 'before', 'can', 'reach', 'the', 'counter', '.', 'However', 'the', 'service', 'is', 'fast', '.', 'The', 'rice', 'is', 'nice', 'and', 'creamy', ':', 'Sambal', 'is', 'on', 'sweeter', 'side', '.', 'Very', 'focused', 'menu', 'serving', 'only', 'Nasi', 'Lemak', 'with', 'fewer', 'side', 'dishes', 'spread', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Why', 'do', 'many', 'say', 'it', 'is', 'not', 'tasty', '?', 'Just', 'one', 'thing', '.', 'The', 'sambal', 'is', 'somewhat', 'sweet', '.', 'If', 'you', 'eat', 'a', 'second', 'plate', ',', 'you', 'might', 'feel', 'a', 'bit', 'overwhelmed', '.', 'The', 'chicken', 'masak', 'merah', 'is', 'delicious', '!', 'The', 'service', 'is', 'very', 'fast', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'room', ',', 'you', 'have', 'to', 'pay', 'an', 'extra', 'RM1', 'per', 'person', '.', 'The', 'queue', 'is', 'also', 'short', '.', 'Anyway', ',', 'worth', 'trying', '!', 'Can', 'come', 'again', ':', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Why', 'do', 'many', 'say', 'it', 'is', 'not', 'tasty', '?', 'Just', 'one', 'thing', '.', 'The', 'sambal', 'is', 'somewhat', 'sweet', '.', 'If', 'you', 'eat', 'a', 'second', 'plate', ',', 'you', 'might', 'feel', 'a', 'bit', 'overwhelmed', '.', 'The', 'chicken', 'masak', 'merah', 'is', 'delicious', '!', 'The', 'service', 'is', 'very', 'fast', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'room', ',', 'you', 'have', 'to', 'pay', 'an', 'extra', 'RM1', 'per', 'person', '.', 'The', 'queue', 'is', 'also', 'short', '.', 'Anyway', ',', 'worth', 'trying', '!', 'Can', 'come', 'again', ':', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Why', 'do', 'many', 'say', 'it', 'is', 'not', 'tasty', '?', 'Just', 'one', 'thing', '.', 'The', 'sambal', 'is', 'somewhat', 'sweet', '.', 'If', 'you', 'eat', 'a', 'second', 'plate', ',', 'you', 'might', 'feel', 'a', 'bit', 'overwhelmed', '.', 'The', 'chicken', 'masak', 'merah', 'is', 'delicious', '!', 'The', 'service', 'is', 'very', 'fast', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'room', ',', 'you', 'have', 'to', 'pay', 'an', 'extra', 'RM1', 'per', 'person', '.', 'The', 'queue', 'is', 'also', 'short', '.', 'Anyway', ',', 'worth', 'trying', '!', 'Can', 'come', 'again', ':', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Why', 'do', 'many', 'say', 'it', 'is', 'not', 'tasty', '?', 'Just', 'one', 'thing', '.', 'The', 'sambal', 'is', 'somewhat', 'sweet', '.', 'If', 'you', 'eat', 'a', 'second', 'plate', ',', 'you', 'might', 'feel', 'a', 'bit', 'overwhelmed', '.', 'The', 'chicken', 'masak', 'merah', 'is', 'delicious', '!', 'The', 'service', 'is', 'very', 'fast', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'room', ',', 'you', 'have', 'to', 'pay', 'an', 'extra', 'RM1', 'per', 'person', '.', 'The', 'queue', 'is', 'also', 'short', '.', 'Anyway', ',', 'worth', 'trying', '!', 'Can', 'come', 'again', ':', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Why', 'do', 'many', 'say', 'it', 'is', 'not', 'tasty', '?', 'Just', 'one', 'thing', '.', 'The', 'sambal', 'is', 'somewhat', 'sweet', '.', 'If', 'you', 'eat', 'a', 'second', 'plate', ',', 'you', 'might', 'feel', 'a', 'bit', 'overwhelmed', '.', 'The', 'chicken', 'masak', 'merah', 'is', 'delicious', '!', 'The', 'service', 'is', 'very', 'fast', '.', 'If', 'you', 'want', 'to', 'sit', 'in', 'the', 'air', '-', 'conditioned', 'room', ',', 'you', 'have', 'to', 'pay', 'an', 'extra', 'RM1', 'per', 'person', '.', 'The', 'queue', 'is', 'also', 'short', '.', 'Anyway', ',', 'worth', 'trying', '!', 'Can', 'come', 'again', ':', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Very', 'clean', 'and', 'comfortable', ',', 'Wanjo', 'Nasi', 'Lemak', 'has', 'undergone', 'many', 'changes', 'and', 'is', 'very', ',', 'very', 'comfortable']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['Very', 'clean', 'and', 'comfortable', ',', 'Wanjo', 'Nasi', 'Lemak', 'has', 'undergone', 'many', 'changes', 'and', 'is', 'very', ',', 'very', 'comfortable']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['Very', 'clean', 'and', 'comfortable', ',', 'Wanjo', 'Nasi', 'Lemak', 'has', 'undergone', 'many', 'changes', 'and', 'is', 'very', ',', 'very', 'comfortable']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['The', 'food', 'is', 'good', 'and', 'tasty', '.', 'It', 'costs', '13', 'RM', 'for', 'the', 'large', 'tomato', 'chicken', 'and', 'beef', 'rendang', 'plate', ',', 'and', '16', 'RM', 'for', 'the', 'fried', 'chicken', 'and', 'squid', '.', 'Drinks', 'are', 'cheap', ',', 'just', '2', 'RM', 'for', 'TehO', '-', 'Ice', '.', 'There', 'are', 'plenty', 'of', 'tables', ',', 'and', 'the', 'place', 'is', 'clean', 'for', 'eating', '.', 'I', 'think', 'the', 'food', 'prices', 'are', 'reasonable', '.', 'It', 'is', 'worth', 'waiting', 'in', 'the', 'long', 'queue', '.', 'Tourists', 'should', 'give', 'it', 'a', 'try', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
